Product,Sub-product,Issue,Sub-issue,State,Company,Company response,ZIP code,Retraso envio dias,Timely response?
0.4,0.5952380952380952,0.26136363636363635,0.32608695652173914,0.8620689655172413,0.6973255055446836,0.8,0.7611761176117612,0.0,1
0.4,0.5,0.2727272727272727,0.2391304347826087,0.8620689655172413,0.03261578604044357,0.2,0.7747774777477748,0.0,1
0.6000000000000001,0.26190476190476186,0.07954545454545454,0.4782608695652174,0.39655172413793105,0.7292889758643183,0.2,0.021182118211821182,0.0,1
0.2,0.5952380952380952,0.7159090909090909,0.4782608695652174,0.12068965517241378,0.6307893020221786,0.8,0.925922592259226,0.0,1
0.4,0.6190476190476191,0.2727272727272727,0.2608695652173913,0.6896551724137931,0.913894324853229,0.8,0.4306330633063306,0.0,1
0.4,0.7619047619047619,0.26136363636363635,0.13043478260869565,0.6896551724137931,0.009784735812133072,0.8,0.4306330633063306,0.0,1
0.1,0.45238095238095233,0.6818181818181819,0.4782608695652174,0.6896551724137931,0.1898238747553816,0.2,0.44236423642364237,0.0,1
0.4,0.7619047619047619,0.26136363636363635,0.13043478260869565,0.12068965517241378,0.009784735812133072,0.2,0.9512451245124514,0.0,1
0.4,0.6428571428571428,0.2727272727272727,0.30434782608695654,0.6206896551724138,0.2667971298108284,0.6000000000000001,0.07058705870587059,0.0,1
0.4,0.7619047619047619,0.9204545454545455,0.9347826086956521,0.8620689655172413,0.2491846053489889,0.2,0.7743174317431744,0.0,1
0.4,0.6428571428571428,0.4545454545454546,0.34782608695652173,0.5689655172413793,0.639921722113503,0.2,0.5823382338233823,0.0,1
0.0,0.6666666666666666,0.4090909090909091,0.4782608695652174,0.7931034482758621,0.8016960208741031,0.8,0.028842884288428842,0.0,1
0.4,0.6428571428571428,0.2727272727272727,0.2391304347826087,0.13793103448275862,0.33268101761252444,0.2,0.8030003000300031,0.0,1
0.8,0.5952380952380952,0.17045454545454547,0.4782608695652174,0.8620689655172413,0.009784735812133072,0.8,0.7820382038203821,0.0,1
0.4,0.6428571428571428,0.42045454545454547,0.5434782608695652,0.8793103448275862,0.028701891715590344,0.6000000000000001,0.8440444044404442,0.0,1
0.4,0.5952380952380952,0.42045454545454547,0.5434782608695652,0.034482758620689655,0.3294194390084801,0.8,0.3675067506750675,0.015625,1
0.4,0.6428571428571428,0.4545454545454546,0.06521739130434782,0.7413793103448276,0.5636007827788649,0.2,0.19132913291329134,0.0,1
0.4,0.5,0.2727272727272727,0.2391304347826087,0.8620689655172413,0.07501630789302022,0.2,0.7709770977097711,0.0,1
0.4,0.6428571428571428,0.26136363636363635,1.0,0.12068965517241378,0.7501630789302022,0.2,0.9206920692069207,0.0,1
0.4,0.6428571428571428,0.42045454545454547,0.8260869565217391,0.6724137931034483,0.16960208741030658,0.2,0.10462046204620462,0.0,1
0.6000000000000001,0.26190476190476186,0.6136363636363636,0.4782608695652174,0.5517241379310345,0.3776908023483366,0.8,0.281038103810381,0.0,1
0.4,0.6428571428571428,0.5227272727272727,0.17391304347826086,0.22413793103448276,0.7592954990215264,0.2,0.3005200520052005,0.0,1
0.4,0.5952380952380952,0.5227272727272727,0.19565217391304346,0.3103448275862069,0.6001304631441617,0.2,0.6040804080408041,0.0,1
0.4,0.7619047619047619,0.26136363636363635,0.9782608695652174,0.12068965517241378,0.009784735812133072,0.2,0.925922592259226,0.015625,1
0.1,1.0,0.8295454545454546,0.4782608695652174,0.9655172413793103,0.05283757338551859,0.8,0.5317931793179318,0.0,1
0.0,0.09523809523809523,0.011363636363636364,0.4782608695652174,0.3103448275862069,0.4755381604696673,0.2,0.6062506250625063,0.015625,1
0.30000000000000004,0.5952380952380952,0.5568181818181819,0.021739130434782608,0.46551724137931033,0.9119373776908023,0.2,0.4808680868086809,0.0,1
0.4,0.16666666666666666,0.2727272727272727,0.2826086956521739,0.20689655172413793,0.3294194390084801,0.8,0.3398439843984398,0.0,1
