Product,Sub-product,Issue,Sub-issue,State,Company,Company response,Timely response?,Complaint ID,ZIP code
4,7,23,45,19,1064,3,1,1255927,46236
6,6,55,22,41,1042,1,1,1256391,74948
3,25,49,0,13,494,4,1,1257750,30122
6,29,54,22,39,1020,4,1,1256397,11050
4,7,37,38,32,598,1,1,1256419,28001
1,41,60,22,23,600,1,1,1255926,2324
4,25,23,15,46,899,1,1,1257890,2919
4,27,81,4,7,729,1,1,1257038,94115
1,41,73,22,27,103,1,1,1259296,48197
6,29,55,22,39,729,4,1,1255900,10550
0,4,1,22,7,1419,2,1,1256277,90211
6,6,54,22,22,269,1,1,1257187,70360
0,28,1,22,12,1498,1,1,1256489,33327
3,25,49,20,7,504,4,1,1256485,91604
4,25,24,11,8,710,1,1,1256275,80228
2,25,13,22,9,598,2,1,1257297,6516
6,5,54,22,7,1289,1,1,1257032,92109
4,27,24,11,7,1054,1,1,1257027,92345
3,25,30,27,13,494,1,1,1256398,30122
6,6,54,22,7,996,1,1,1257024,91504
0,37,1,22,51,81,4,1,1257206,84116
0,28,58,22,38,190,1,1,1257168,89128
6,29,54,22,12,1498,4,1,1257172,34990
0,28,58,22,50,190,2,1,1256247,77008
6,11,54,22,42,1024,4,1,1257176,97341
6,6,55,22,21,955,1,1,1255864,41015
0,28,36,22,36,190,2,1,1255892,7820
4,21,23,15,40,855,1,1,1256245,43015
4,25,37,25,7,486,4,1,1257335,94540
6,6,55,22,50,1247,3,1,1257133,77015
4,25,46,9,7,1175,0,1,1257241,91789
3,25,49,1,50,504,4,1,1259309,77489
0,4,1,22,55,967,4,1,1256997,98201
3,25,49,20,7,494,1,1,1257867,91765
4,21,24,11,36,497,1,1,1257689,7470
6,5,27,22,12,1498,1,1,1257687,33173
4,7,46,42,43,572,0,1,1256840,19010
4,25,24,11,50,923,1,1,1256448,79938
0,4,1,22,23,450,1,1,1256472,2038
1,19,73,22,29,1520,1,1,1256951,63028
3,25,49,20,32,504,3,1,1257156,28210
6,29,54,22,50,729,4,1,1256230,78041
6,6,55,22,12,996,1,1,1256173,33143
2,25,63,22,13,1337,2,1,1257161,31047
1,38,69,22,13,1343,1,1,1257686,30326
6,6,77,22,8,996,4,1,1256237,80110
3,25,49,1,47,486,1,1,1256838,29651
4,27,24,14,51,489,3,1,1256936,84604
6,29,55,22,52,729,1,1,1256229,22554
4,21,24,11,7,1136,1,1,1256919,92672
4,27,37,25,32,489,3,1,1257395,28806
3,25,49,20,28,494,1,1,1256243,55805
6,29,55,22,13,729,1,1,1256234,30004
4,27,40,3,27,1295,1,1,1256228,49423
2,25,63,22,50,598,1,1,1256174,76227
5,10,66,22,50,903,4,1,1256912,76132
4,25,24,11,12,362,4,1,1256914,32656
2,25,22,22,39,279,1,1,1256171,10573
6,29,54,22,37,1498,1,1,1257715,88012
0,4,1,22,27,1024,4,1,1256170,48204
3,25,47,36,13,1398,1,1,1256400,30122
10,26,16,22,39,450,1,1,1257387,12401
4,7,24,14,40,835,1,1,1257386,43014
4,27,24,11,7,1307,1,1,1257872,91763
2,25,32,22,40,598,1,1,1257384,44305
2,25,86,22,36,1024,4,1,1256154,8816
9,14,67,22,15,971,2,1,1256147,96826
4,21,24,14,51,672,1,1,1259495,84405
6,29,54,22,7,955,1,1,1256881,95120
3,25,31,31,11,504,4,1,1255834,19709
5,10,43,22,32,903,1,1,1255716,28097
6,40,7,22,12,1429,1,1,1256856,32925
4,25,24,11,13,588,1,1,1256146,30306
6,5,54,22,13,312,4,1,1256139,30044
4,21,40,3,36,1401,1,1,1256836,7011
2,25,22,22,51,279,1,1,1256226,84047
2,25,32,22,36,190,1,1,1256223,8053
6,29,54,22,7,312,4,1,1256807,92057
4,27,24,11,18,1401,1,1,1256196,60002
6,11,55,22,55,1498,3,1,1255715,98272
4,7,37,25,7,1173,4,1,1257333,94540
3,25,49,20,7,504,4,1,1255720,91326
6,11,54,22,49,1419,1,1,1256787,37211
0,4,72,22,7,1498,1,1,1256225,91301
1,19,80,22,47,1144,4,1,1256185,29325
6,29,63,22,7,996,4,1,1256178,94804
1,42,73,22,50,279,1,1,1256222,78691
4,27,37,25,8,805,1,1,1256780,80504
0,4,1,22,21,729,4,1,1256201,40509
0,28,36,22,4,190,1,1,1256779,72143
0,4,1,22,21,1419,3,1,1256200,40509
6,6,55,22,50,1020,4,1,1256786,77354
4,7,46,9,28,312,2,1,1256199,56007
6,11,55,22,34,312,1,1,1256778,68516
1,19,60,22,47,582,4,1,1256198,12401
0,37,1,22,8,1419,1,1,1257882,80301
5,20,43,22,6,903,1,1,1259540,85032
4,27,37,25,36,489,3,1,1256211,7430
4,27,23,15,29,486,3,1,1256783,64093
3,25,83,28,55,1398,1,1,1257368,98115
6,5,27,22,6,312,1,1,1259542,85032
2,25,13,22,12,1498,1,1,1256208,32224
0,4,36,22,12,1498,1,1,1256202,33756
4,27,37,38,40,831,1,1,1256812,43004
3,25,49,20,43,1398,1,1,1257373,19607
0,28,1,22,12,533,2,1,1256220,33852
6,29,54,22,39,1498,4,1,1256219,10469
3,25,49,0,40,494,1,1,1257146,45342
6,6,55,22,12,1261,1,1,1257359,33146
6,5,7,22,24,644,1,1,1257363,20723
6,29,54,22,36,1498,4,1,1256803,8875
3,25,83,28,55,504,1,1,1257367,98115
6,29,54,22,10,1200,4,1,1256231,20002
0,4,36,22,7,1419,1,1,1256796,90630
0,4,36,22,24,1024,1,1,1257380,21207
6,29,54,22,36,955,1,1,1256833,8721
2,25,6,22,10,598,1,1,1257342,20015
4,7,37,25,6,312,0,1,1255528,85282
0,4,87,22,8,1498,1,1,1255520,80916
6,40,27,22,7,589,1,1,1257720,92660
2,25,22,22,10,312,3,1,1257341,20015
0,4,1,22,39,1498,1,1,1255555,10463
6,6,54,22,7,1258,4,1,1255553,92882
6,17,55,22,39,955,1,1,1256808,11040
6,11,77,22,29,1042,1,1,1255724,65619
3,25,49,0,56,1398,1,1,1256831,53144
5,20,66,22,31,1503,1,1,1256830,59801
4,32,40,16,56,59,1,1,1256820,53143
6,5,55,22,24,996,1,1,1256817,21774
0,4,1,22,6,175,1,1,1259545,85032
6,6,55,22,12,955,1,1,1256814,34481
0,28,36,22,12,190,1,1,1256821,33467
0,28,1,22,12,1498,1,1,1256828,33444
2,25,13,22,50,190,1,1,1257149,77383
3,25,49,20,19,504,1,1,1256823,47714
1,42,80,22,6,729,1,1,1259543,85032
2,25,13,22,6,190,0,1,1259539,85032
4,21,37,24,56,88,1,1,1255781,54140
6,11,55,22,13,1207,1,1,1257325,30228
3,25,49,20,7,494,4,1,1256446,92660
6,6,54,22,43,661,1,1,1256852,19114
2,25,12,22,32,450,1,1,1257098,27514
5,10,88,22,18,1038,1,1,1257873,60564
4,25,40,16,1,1446,1,1,1256906,99611
6,5,55,22,23,1247,1,1,1257265,1473
6,11,77,22,7,269,1,1,1257014,95207
4,21,37,38,50,858,1,1,1256841,78660
10,26,34,22,19,17,1,1,1256902,46062
6,29,55,22,15,191,1,1,1256868,96825
0,4,36,22,8,1498,2,1,1256853,80219
3,25,49,1,55,1398,4,1,1256865,99403
0,28,36,22,38,279,4,1,1256854,89123
4,27,23,15,42,454,1,1,1256860,97415
6,40,7,22,7,557,4,1,1256886,94587
1,19,60,22,57,1235,2,1,1256901,26386
4,7,24,14,23,312,1,1,1256871,1970
1,42,73,22,50,1506,1,1,1256887,78552
2,25,35,22,43,450,1,1,1257162,19136
3,25,49,20,7,494,1,1,1256899,91701
6,40,27,22,36,931,1,1,1256917,8012
4,27,24,14,18,333,1,1,1257321,60657
4,24,24,13,23,312,4,1,1255827,2458
3,25,49,0,13,120,1,1,1256950,31313
2,25,32,22,4,598,1,1,1256915,72751
2,25,13,22,47,113,1,1,1256908,29577
4,27,24,11,56,838,3,1,1257353,53548
10,26,16,22,28,1320,1,1,1256949,55423
3,25,49,20,7,494,1,1,1256948,92649
4,21,24,11,7,1115,1,1,1256921,92672
4,27,23,15,40,273,3,1,1256944,44017
4,7,23,45,36,464,1,1,1257011,8010
6,11,55,22,23,190,4,1,1257127,1960
2,25,13,22,12,312,2,1,1256979,33774
4,7,23,45,36,1238,1,1,1257012,8010
2,25,22,22,39,450,1,1,1256975,11229
6,11,54,22,56,1498,1,1,1256967,53578
4,32,46,9,7,262,1,1,1257131,91709
3,25,30,5,22,504,2,1,1257008,71129
4,32,23,45,37,490,1,1,1256983,87401
4,7,46,42,50,1498,5,0,1257006,79720
4,27,37,25,40,1054,1,1,1256986,43019
4,25,23,15,7,1064,3,1,1256999,92392
3,25,31,31,39,494,4,1,1256287,12304
2,25,12,22,32,190,1,1,1257097,27514
6,29,54,22,39,729,1,1,1259485,11229
0,4,1,22,39,1341,1,1,1257035,11801
6,6,55,22,40,312,1,1,1257327,45011
6,29,55,22,35,190,4,1,1257026,3105
6,29,54,22,52,1247,1,1,1257034,22835
6,29,54,22,52,190,4,1,1257033,22835
0,0,1,22,13,1498,1,1,1257029,30038
0,4,72,22,12,190,1,1,1257030,33182
4,27,24,14,43,1040,1,1,1257069,19018
0,4,36,22,19,518,1,1,1257357,46528
6,29,54,22,50,729,4,1,1257042,77067
6,29,54,22,43,996,1,1,1257318,17402
4,27,81,44,18,567,1,1,1257320,60657
4,21,81,43,8,84,5,0,1257884,80003
2,25,22,22,42,279,2,1,1257306,97132
6,6,55,22,43,1498,4,1,1257307,17555
2,25,12,22,32,312,1,1,1257096,27514
6,29,54,22,35,729,4,1,1257090,3057
1,42,79,22,12,98,4,1,1257358,32311
6,29,54,22,43,190,4,1,1257317,17404
6,5,55,22,27,996,1,1,1257088,48439
4,27,24,11,8,468,1,1,1257272,80224
4,27,23,15,40,319,3,1,1257855,44056
6,6,55,22,41,1404,1,1,1255917,74432
6,11,54,22,50,1249,1,1,1257119,78130
10,26,16,22,13,966,4,1,1257864,31419
4,21,24,14,6,1177,5,0,1257865,86403
4,7,37,25,52,517,1,1,1257851,22624
6,29,77,22,7,996,1,1,1257835,91977
4,7,37,25,52,312,3,1,1257852,22624
4,27,24,11,55,489,3,1,1257118,98310
3,25,31,23,7,504,4,1,1257101,93304
4,21,37,24,24,200,0,1,1257853,21208
6,6,54,22,36,174,1,1,1257841,7006
2,25,4,22,7,729,3,1,1257836,92131
6,11,54,22,43,312,1,1,1257106,19114
1,19,79,22,49,1419,1,1,1259428,37115
3,25,49,35,7,494,1,1,1257104,95948
6,6,7,22,13,1498,1,1,1257844,30058
4,21,37,25,46,53,1,1,1257111,2878
2,25,14,22,12,450,1,1,1259422,33069
4,21,40,3,12,57,1,1,1257833,32809
0,4,58,22,7,1498,1,1,1257110,90255
4,7,23,46,12,293,1,1,1257116,33556
6,29,54,22,50,955,4,1,1257123,75048
10,26,16,22,12,1498,1,1,1257832,33578
3,25,49,1,12,504,4,1,1257270,32952
4,27,24,11,12,489,3,1,1256424,33311
6,6,54,22,38,644,4,1,1257866,29412
2,25,51,22,50,312,1,1,1255712,75093
3,25,49,32,7,504,4,1,1257831,94619
6,5,54,22,12,1498,4,1,1257269,33322
6,6,55,22,40,996,1,1,1257286,44004
4,7,23,15,39,312,1,1,1257262,14469
7,9,33,22,35,729,1,1,1257828,3037
0,28,36,22,50,353,1,1,1257254,75224
4,27,24,11,55,643,5,0,1257253,99336
6,6,55,22,32,644,1,1,1257834,28233
6,11,55,22,19,1419,3,1,1257108,46254
3,25,31,31,11,1398,1,1,1255833,19709
2,25,45,22,17,1498,1,1,1257891,83202
6,6,55,22,40,312,4,1,1257221,44128
4,25,23,15,12,1064,3,1,1257842,33559
6,17,54,22,43,1118,4,1,1257837,15642
0,4,72,22,24,174,1,1,1257846,20815
4,32,46,8,12,114,1,1,1257166,32835
3,25,49,0,50,504,4,1,1257144,75089
3,25,83,29,18,494,1,1,1257135,60445
4,7,40,18,50,1429,1,1,1257143,77489
1,42,80,22,36,1230,1,1,1257136,8857
2,25,13,22,24,190,1,1,1257142,20878
6,29,54,22,39,1498,1,1,1257251,11701
6,29,55,22,28,1020,4,1,1257138,55082
4,27,24,11,22,990,3,1,1257810,70091
2,25,29,22,27,533,2,1,1257808,48334
3,25,49,26,27,1398,4,1,1257100,48050
6,29,55,22,24,955,1,1,1255814,21742
4,27,24,12,32,1398,1,1,1257153,28210
3,25,49,0,40,494,1,1,1257165,44084
6,36,54,22,18,729,4,1,1257147,60175
2,25,63,22,52,113,1,1,1255777,22030
4,27,23,15,40,1038,1,1,1257856,44056
3,25,49,0,50,494,4,1,1257145,75089
1,19,60,22,7,185,1,1,1255719,92054
0,28,36,22,15,191,1,1,1255807,96707
4,27,24,12,32,504,3,1,1257151,28210
6,6,55,22,36,1498,1,1,1257310,8081
3,25,49,0,38,1398,1,1,1255730,89121
4,7,23,45,13,190,1,1,1255802,30188
3,25,83,28,50,494,1,1,1255773,78731
2,25,45,22,7,1419,1,1,1255762,95820
4,25,24,11,21,947,1,1,1257073,40272
6,6,55,22,50,644,1,1,1255799,75701
0,4,1,22,36,312,1,1,1255798,7054
4,25,24,12,18,1401,1,1,1257087,60805
6,29,55,22,12,1498,4,1,1257017,33432
3,25,83,28,50,494,3,1,1255760,78731
4,7,23,46,49,569,5,0,1255788,37411
4,27,24,11,24,454,1,1,1255754,21037
3,25,31,31,43,1398,1,1,1255746,16146
3,25,49,0,36,504,4,1,1257163,7003
10,26,16,22,40,612,1,1,1256216,43068
3,25,49,1,40,504,1,1,1255830,44130
4,27,24,11,12,1168,1,1,1255751,34683
6,29,54,22,12,1247,1,1,1256221,32714
6,29,7,22,9,1111,1,1,1257805,6475
1,42,73,22,55,312,1,1,1257237,99001
3,25,30,27,13,504,1,1,1256399,30122
3,25,49,35,49,1398,4,1,1257230,38183
6,17,7,22,40,1361,4,1,1255745,44022
10,26,34,22,32,966,1,1,1255729,27360
2,25,28,22,27,729,1,1,1255728,48198
6,17,55,22,7,729,1,1,1255727,92807
6,29,54,22,30,1258,1,1,1256927,38611
2,25,22,22,29,450,1,1,1256926,63130
4,7,24,14,56,279,4,1,1257721,53805
6,6,55,22,39,729,4,1,1256288,12304
4,25,24,11,12,493,5,0,1257211,33624
3,25,30,5,16,494,3,1,1255733,50501
0,4,1,22,12,190,1,1,1257246,33144
2,25,32,22,50,729,1,1,1257205,75062
7,23,57,22,18,903,1,1,1257180,60639
3,25,49,0,50,504,3,1,1257204,75062
4,27,24,11,7,310,1,1,1255738,95403
2,25,0,22,54,729,1,1,1257280,5060
4,25,24,11,12,1055,1,1,1257243,33165
1,42,60,22,13,98,4,1,1255810,30083
6,17,54,22,38,190,4,1,1257229,27986
6,29,54,22,7,955,1,1,1257228,95355
1,19,80,22,8,291,1,1,1257291,80233
0,4,1,22,12,1498,1,1,1257247,33144
4,32,46,42,40,940,1,1,1257264,45406
4,12,37,25,20,1401,4,1,1257290,66214
3,25,49,20,39,494,4,1,1257267,10930
3,25,49,35,39,504,1,1,1257266,10930
4,7,24,11,12,486,1,1,1257268,34243
6,11,54,22,12,955,4,1,1257277,33137
6,29,54,22,18,996,1,1,1257400,60030
6,29,54,22,12,190,4,1,1259282,33763
6,29,54,22,18,615,5,0,1257316,60621
0,4,36,22,39,312,1,1,1256233,10469
4,7,37,25,7,486,3,1,1257332,94540
4,32,46,42,29,442,0,1,1257328,65775
4,25,37,25,7,598,1,1,1257336,94540
6,29,55,22,19,996,1,1,1257339,46208
4,21,40,3,49,57,3,1,1257399,37074
6,5,55,22,40,285,1,1,1257365,45231
3,25,49,20,55,504,1,1,1257376,98122
3,25,49,32,12,1398,1,1,1257383,34667
3,25,49,32,12,504,3,1,1257382,34667
9,14,3,22,50,113,1,1,1257916,78412
3,25,49,35,39,504,4,1,1257394,11219
6,29,54,22,28,1419,1,1,1256235,55303
1,38,21,22,13,1343,1,1,1257685,30326
6,5,54,22,13,1329,1,1,1256284,30058
2,25,35,22,39,279,3,1,1257911,11422
6,29,55,22,39,190,4,1,1257702,11233
6,6,77,22,24,644,4,1,1257690,21224
3,25,49,0,52,504,1,1,1256282,23455
4,27,24,11,7,987,1,1,1256251,91708
2,25,13,22,43,190,1,1,1256262,19103
4,7,37,38,6,653,1,1,1256278,85382
4,7,37,38,6,1063,5,0,1256279,85382
2,25,45,22,40,533,1,1,1257779,44134
6,29,54,22,43,729,1,1,1257826,16415
4,27,40,3,22,1069,4,1,1256847,70377
2,25,75,22,39,113,1,1,1257747,11374
4,25,23,6,50,990,3,1,1257764,77057
3,25,49,20,7,494,1,1,1257760,91701
2,25,0,22,25,598,2,1,1257207,4660
4,7,40,3,13,463,3,1,1257777,30721
3,25,49,20,7,504,1,1,1259356,94591
6,29,54,22,23,1229,4,1,1257772,1845
6,29,54,22,36,1498,1,1,1257776,7462
6,29,54,22,36,729,4,1,1257788,8080
6,17,54,22,39,729,1,1,1256325,10509
4,25,24,11,40,660,1,1,1256318,44081
4,21,23,46,19,1401,4,1,1256347,46323
4,7,24,14,27,1064,1,1,1259371,49442
6,29,54,22,7,729,4,1,1257790,92688
6,6,54,22,12,1498,1,1,1257816,33914
6,29,54,22,40,1382,1,1,1257800,44011
4,27,24,11,13,489,3,1,1257885,30084
6,6,55,22,12,996,4,1,1257877,33331
0,4,72,22,7,190,1,1,1257849,95118
4,21,24,11,38,1115,1,1,1257847,49458
6,5,54,22,52,729,4,1,1259433,22314
2,25,22,22,18,598,1,1,1259313,60174
6,11,55,22,48,579,4,1,1256894,57703
4,25,23,15,7,403,1,1,1257862,92860
3,25,49,20,7,494,1,1,1256236,90212
6,5,54,22,13,1247,1,1,1257857,30094
4,27,24,11,39,80,3,1,1257879,11429
6,6,54,22,52,312,4,1,1259477,22030
1,42,60,22,32,1498,1,1,1257878,28215
0,4,1,22,6,661,1,1,1259541,85032
0,4,1,22,6,1419,3,1,1259546,85032
6,29,54,22,52,1289,1,1,1256877,22066
4,25,24,11,25,1054,1,1,1259576,4605
3,25,31,21,12,494,1,1,1256846,33545
4,32,40,3,34,722,0,1,1255683,68127
6,6,55,22,40,589,1,1,1255657,43078
1,19,60,22,12,1294,4,1,1255618,34449
1,38,21,22,56,469,1,1,1255604,54806
1,42,79,22,7,190,1,1,1255564,92404
6,6,54,22,13,312,4,1,1255578,30132
3,25,49,35,34,1398,1,1,1255189,68776
6,11,54,22,50,312,4,1,1254315,76018
6,29,63,22,40,996,1,1,1254485,28439
6,6,54,22,6,729,1,1,1255118,85648
4,26,24,13,44,544,1,1,1253972,961
6,29,7,22,39,729,4,1,1253943,11004
8,25,21,22,28,1153,1,1,1253798,55066
2,25,45,22,36,279,4,1,1253758,8831
4,25,24,11,2,377,1,1,1253765,35211
2,25,0,22,43,312,1,1,1253757,15642
0,4,58,22,7,190,1,1,1253770,90036
4,25,24,14,27,1498,1,1,1253731,48141
4,25,24,11,27,14,5,0,1253734,48141
3,25,49,32,20,1398,1,1,1253746,67213
1,19,73,22,13,398,1,1,1253699,31410
2,25,63,22,43,113,3,1,1253721,19607
4,7,24,14,28,279,1,1,1253604,55124
6,29,55,22,36,1229,0,1,1253752,8701
3,25,49,20,27,504,3,1,1253732,48141
4,27,24,14,52,667,5,0,1253610,23324
6,6,55,22,7,996,1,1,1253589,91765
2,25,14,22,6,450,1,1,1254749,85749
2,25,4,22,12,190,1,1,1253599,33334
2,25,63,22,18,190,1,1,1253741,60634
6,29,54,22,7,190,4,1,1253601,90242
4,27,37,38,7,268,1,1,1261262,91764
4,7,24,14,7,928,2,1,1253598,90086
4,21,24,11,36,1516,1,1,1253597,7104
6,29,55,22,18,1498,4,1,1254143,60660
4,21,24,11,36,1410,1,1,1253596,7104
6,5,55,22,7,104,1,1,1253579,91326
2,25,63,22,7,729,2,1,1253588,90048
3,25,83,28,12,1398,1,1,1253581,34957
4,27,24,11,36,1054,1,1,1253595,7104
4,27,24,11,7,76,1,1,1253593,90045
4,27,24,11,28,925,4,1,1253591,55102
4,27,46,42,50,853,1,1,1253834,75704
6,11,54,22,12,198,1,1,1253684,33322
4,25,23,15,43,1064,3,1,1253681,15522
3,25,49,20,34,494,4,1,1255206,68776
3,25,49,35,19,504,4,1,1253602,46901
3,25,49,0,12,504,4,1,1253674,33558
4,7,37,25,56,279,4,1,1254908,53103
3,25,49,20,27,1398,1,1,1253672,48383
1,42,80,22,12,1230,1,1,1253659,33317
4,7,37,25,49,1295,3,1,1253673,37387
1,19,60,22,7,490,4,1,1253647,95336
4,7,24,14,28,1064,3,1,1253603,55124
3,25,83,28,17,1398,3,1,1253632,83646
4,7,37,25,52,293,3,1,1253609,23324
3,25,49,20,22,939,4,1,1253606,71261
8,25,21,22,50,1291,0,1,1253630,75217
3,25,31,31,39,494,3,1,1253738,10469
4,27,24,11,12,394,1,1,1253611,33026
6,40,7,22,32,1111,1,1,1253670,28078
6,17,54,22,36,1498,1,1,1253662,7460
2,25,70,22,11,729,1,1,1253666,19803
0,37,1,22,8,1498,2,1,1254131,80212
4,1,24,11,23,932,5,0,1253831,2120
4,25,24,11,50,246,1,1,1253810,77021
1,42,60,22,24,81,4,1,1253801,21005
4,27,40,3,51,930,1,1,1253776,84532
2,25,0,22,56,1419,1,1,1253696,54864
4,25,40,18,12,1064,3,1,1253686,33068
2,25,64,22,24,190,1,1,1253728,20852
1,19,73,22,50,1327,1,1,1253707,78225
2,25,22,22,34,450,1,1,1253725,68503
3,25,83,28,47,504,1,1,1253724,29653
4,25,24,11,27,273,3,1,1253733,48141
10,26,16,22,34,550,1,1,1253737,68048
4,7,46,9,12,1064,3,1,1254646,33147
6,6,27,22,7,996,1,1,1253753,91384
4,25,24,11,50,273,3,1,1253800,77662
4,7,24,11,7,1173,4,1,1257215,90025
4,27,46,42,50,338,1,1,1253807,77493
4,25,24,11,50,695,1,1,1253805,77662
4,27,24,11,52,489,1,1,1257200,22202
6,17,55,22,43,1024,4,1,1255203,15108
6,6,55,22,40,996,4,1,1254965,45459
10,26,34,22,8,612,1,1,1253934,80640
6,40,77,22,13,1111,1,1,1253842,30809
3,25,49,20,24,494,3,1,1253793,20878
4,21,24,14,6,1401,1,1,1253928,85249
3,25,83,29,52,504,3,1,1253882,23455
4,21,24,14,47,1022,1,1,1253863,29687
0,28,58,22,12,598,2,1,1253848,32211
6,6,55,22,39,190,2,1,1253847,10465
2,25,63,22,43,279,3,1,1253926,19136
4,27,24,11,32,489,3,1,1253909,28105
2,25,22,22,50,1498,1,1,1253900,77584
4,26,23,46,43,966,1,1,1253895,15236
4,7,24,11,7,567,1,1,1253885,92530
0,4,58,22,23,190,1,1,1253902,2301
4,7,37,38,7,1173,4,1,1253917,92513
4,7,24,14,42,377,1,1,1253914,97203
4,27,23,15,47,1294,1,1,1253915,29607
4,25,24,11,27,486,4,1,1255193,49321
6,29,54,22,39,729,4,1,1253978,11207
3,25,49,26,12,1398,1,1,1253964,33908
4,26,40,3,16,1401,4,1,1253945,52722
3,25,31,31,2,1398,1,1,1255201,36116
4,21,37,24,36,667,5,0,1253955,7823
6,6,55,22,43,996,1,1,1253949,18812
4,27,24,14,24,696,3,1,1253788,20745
2,25,45,22,42,195,1,1,1253974,97223
6,6,54,22,30,644,1,1,1255192,39215
2,25,63,22,50,312,2,1,1254537,78704
4,21,24,11,29,1008,3,1,1253966,64735
6,6,54,22,7,996,1,1,1253970,92079
3,25,49,35,7,504,4,1,1255191,91104
3,25,49,35,34,494,4,1,1255187,68776
0,4,1,22,7,1432,1,1,1254128,95991
4,27,81,41,37,468,1,1,1254125,87109
4,27,24,14,27,489,3,1,1254121,49423
2,25,75,22,18,729,1,1,1254120,60646
1,19,60,22,35,291,1,1,1254046,3820
10,26,16,22,40,1227,1,1,1253994,45251
6,29,7,22,39,1498,1,1,1253990,10602
6,29,54,22,39,729,4,1,1253979,11207
10,26,34,22,8,966,1,1,1253991,80134
3,25,49,20,12,494,4,1,1254045,33406
4,27,24,11,12,69,1,1,1254002,34452
0,4,36,22,42,1498,2,1,1254001,97317
2,25,32,22,12,1498,1,1,1254011,33511
2,25,26,22,7,729,1,1,1254007,95120
4,7,37,25,6,486,1,1,1254035,85282
3,25,49,26,36,504,1,1,1254033,7606
6,6,54,22,7,1169,1,1,1254097,92883
4,1,40,3,33,582,1,1,1254058,58703
4,1,40,3,33,1194,1,1,1254057,58703
4,7,23,15,39,486,1,1,1254051,10579
4,7,24,11,39,724,1,1,1254095,11566
10,26,16,22,29,966,1,1,1254119,63107
6,11,54,22,2,644,4,1,1254061,35120
10,26,34,22,7,966,4,1,1254080,90247
6,11,54,22,30,451,1,1,1254065,39046
2,25,70,22,54,113,2,1,1254074,5743
4,25,46,8,56,1417,3,1,1254109,54981
4,25,40,16,6,463,3,1,1254100,85212
6,6,55,22,52,996,4,1,1254107,20112
4,32,40,3,34,487,1,1,1257740,68127
0,28,1,22,25,279,1,1,1257191,4424
6,11,54,22,9,312,1,1,1255121,6106
3,25,49,0,40,504,1,1,1255126,44691
6,5,55,22,55,644,3,1,1254220,98632
4,27,24,11,38,489,3,1,1254830,89436
6,5,54,22,51,955,4,1,1255109,84058
3,25,31,31,56,1398,1,1,1254602,53029
4,27,40,3,6,377,1,1,1254597,85225
3,25,49,20,18,494,4,1,1255056,60619
4,7,23,15,7,1419,1,1,1254594,90807
4,27,24,11,39,486,3,1,1255107,13090
4,32,23,15,27,828,1,1,1255114,48911
0,28,36,22,28,113,1,1,1254599,56319
10,26,34,22,50,16,1,1,1255106,77381
2,25,51,22,12,598,2,1,1254508,34689
8,25,15,22,49,262,4,0,1254593,38058
3,25,49,20,7,494,1,1,1254596,91367
4,32,23,6,12,604,2,1,1254947,32180
6,29,54,22,36,955,1,1,1255101,7631
2,25,35,22,39,279,4,1,1255110,11249
2,25,45,22,13,1498,1,1,1255102,30318
4,21,23,45,12,751,4,1,1255098,32766
3,25,49,0,12,190,1,1,1255097,33140
6,29,54,22,36,269,1,1,1255105,8094
1,42,80,22,43,279,1,1,1255084,19027
3,25,49,0,43,1398,1,1,1255083,19027
4,7,24,12,12,1064,1,1,1255088,34953
4,32,24,11,18,442,0,1,1255091,60115
3,25,49,0,13,494,4,1,1254942,30344
2,25,12,22,40,312,4,1,1254935,43229
4,25,37,25,32,1294,1,1,1255077,27542
2,25,13,22,6,729,1,1,1254937,85341
6,29,55,22,7,996,1,1,1255111,91765
3,25,49,1,50,1398,1,1,1255212,78209
6,11,55,22,50,1042,1,1,1255095,75070
3,25,49,0,29,504,3,1,1255219,65101
0,4,72,22,18,533,2,1,1255076,60560
0,4,72,22,43,566,3,1,1254132,16424
6,6,7,22,12,1453,1,1,1255662,33037
4,27,24,11,12,475,1,1,1254604,33055
10,26,16,22,7,612,1,1,1255663,92676
3,25,49,32,47,504,1,1,1254904,29115
6,29,55,22,7,1024,4,1,1255113,95201
3,25,49,26,50,494,1,1,1254336,79938
6,6,54,22,12,1289,1,1,1255210,33309
8,25,15,22,43,198,1,1,1254215,17101
6,6,54,22,12,955,1,1,1255209,33309
3,25,49,20,34,1398,3,1,1255207,68776
6,6,54,22,7,1498,1,1,1254905,90019
0,4,36,22,18,190,1,1,1254909,60079
6,29,54,22,23,1118,1,1,1254737,2151
10,26,34,22,39,1227,4,1,1254209,14228
3,25,49,0,7,504,1,1,1253379,93730
3,25,49,0,12,494,1,1,1255157,33138
3,25,49,0,29,494,1,1,1255220,65101
9,15,61,22,24,1038,1,1,1255514,21286
5,20,62,22,7,1503,4,1,1255661,91750
8,25,21,22,11,262,4,1,1257374,19904
2,25,45,22,43,450,3,1,1254649,18106
4,7,24,14,6,990,3,1,1255510,86303
4,21,24,11,29,357,1,1,1255221,65101
6,29,7,22,7,821,1,1,1254200,90815
6,6,54,22,12,955,1,1,1254193,33172
0,4,1,22,32,1024,1,1,1255652,28078
2,25,0,22,49,1419,2,1,1254192,37914
4,27,24,12,18,695,1,1,1254898,60031
2,25,45,22,8,279,4,1,1254155,80232
