Product,Sub-product,Issue,Sub-issue,State,Company,Company response,Timely response?,Complaint ID,ZIP code
6,5,55,22,12,458,1,1,1216350,32746
3,25,49,0,40,504,1,1,1216618,43607
3,25,49,20,50,486,1,1,1215628,78231
4,27,46,9,7,454,1,1,1216088,92078
6,6,54,22,47,1498,1,1,1215892,29369
4,27,24,13,18,69,1,1,1216997,60050
6,29,54,22,9,190,1,1,1216353,6423
4,12,24,11,43,596,3,1,1216171,15243
0,28,1,22,36,729,1,1,1215502,7079
6,29,54,22,7,955,1,1,1216563,92407
6,40,54,22,47,996,1,1,1217479,29464
6,6,7,22,39,190,1,1,1216749,10518
4,32,23,15,7,629,1,1,1215541,90232
0,4,1,22,7,192,1,1,1217134,91306
4,21,37,25,11,794,1,1,1216552,19947
1,42,73,22,12,1361,1,1,1217641,33023
4,27,23,15,49,1520,1,1,1216294,37030
4,21,24,13,18,868,1,1,1216996,60050
4,21,24,12,47,311,0,1,1216603,29730
3,25,49,0,32,504,4,1,1216812,28212
6,29,54,22,29,1289,0,1,1215954,63130
2,25,70,22,23,598,2,1,1217477,1583
3,25,49,20,7,494,1,1,1217530,92507
3,25,49,26,24,504,3,1,1215555,21014
3,25,49,0,40,1398,1,1,1215535,45167
0,37,1,22,43,253,1,1,1216092,15120
3,25,49,1,52,504,3,1,1215927,23223
5,20,43,22,50,903,1,1,1215924,78155
4,24,40,3,10,285,1,1,1217241,20037
3,25,49,0,32,494,1,1,1216810,28212
3,25,49,0,12,1398,1,1,1215584,32968
1,34,78,22,7,186,1,1,1216907,93923
9,15,61,22,7,1419,2,1,1216378,92780
6,40,55,22,29,589,1,1,1216715,64158
6,6,55,22,39,1498,1,1,1215596,11580
4,27,24,11,8,489,3,1,1216663,81323
6,6,54,22,24,729,1,1,1216142,21801
4,32,81,43,16,198,1,1,1215489,50546
3,25,49,0,7,504,3,1,1217182,95825
4,25,37,25,50,486,1,1,1216424,77388
4,7,37,38,39,864,1,1,1216384,10307
0,37,72,22,55,190,1,1,1216191,98354
10,26,16,22,12,966,1,1,1216685,33435
4,25,24,11,7,271,1,1,1215865,91915
4,21,24,14,43,649,1,1,1215522,19426
6,17,55,22,22,279,1,1,1216006,71328
4,25,24,11,28,1401,1,1,1216975,55032
4,7,24,11,18,388,3,1,1216985,60626
3,25,49,20,24,1398,3,1,1215556,21014
2,25,14,22,50,175,2,1,1216909,77006
6,5,54,22,50,1099,1,1,1216683,75703
6,11,54,22,29,1498,1,1,1216569,63074
6,29,54,22,12,190,3,1,1216945,34219
3,25,49,0,12,255,2,1,1217162,33487
6,6,55,22,22,1247,1,1,1216078,70128
5,10,62,22,43,1503,1,1,1216315,18104
4,7,24,14,21,1173,4,1,1216200,41562
0,4,87,22,12,1157,2,1,1216935,32810
6,29,54,22,8,1498,1,1,1216776,80452
6,6,54,22,7,1247,1,1,1217694,92392
3,25,49,26,32,494,1,1,1216480,28086
4,25,24,11,50,489,3,1,1217687,77515
6,11,55,22,50,589,1,1,1216786,77088
1,42,73,22,7,1396,1,1,1217076,94114
3,25,83,28,40,494,3,1,1215629,45744
3,25,49,1,52,504,3,1,1215930,23223
3,25,83,28,50,494,3,1,1216857,75217
4,27,24,12,8,409,4,1,1216727,81323
4,25,24,12,47,435,1,1,1216604,29730
3,25,49,0,32,504,1,1,1215666,27410
6,29,54,22,7,996,1,1,1215937,95473
2,25,45,22,18,312,2,1,1216575,60175
10,26,16,22,50,729,1,1,1217056,76006
5,10,43,22,32,1230,1,1,1216844,28206
2,25,63,22,35,1118,1,1,1216739,3301
4,21,40,3,47,598,3,1,1217699,29403
3,25,49,0,6,1398,1,1,1217161,85339
4,21,46,42,19,1081,5,0,1216736,47842
1,42,73,22,47,98,4,1,1216763,29053
4,25,46,8,12,360,1,1,1216494,33444
4,25,23,45,19,1276,1,1,1216929,46774
6,17,55,22,52,661,1,1,1216355,20124
6,6,55,22,7,955,1,1,1216788,95470
3,25,49,0,18,504,1,1,1216576,60175
0,28,1,22,38,1498,1,1,1216834,89445
6,29,55,22,7,312,1,1,1218970,95624
4,21,24,11,40,728,0,1,1216808,43119
1,42,60,22,50,1343,1,1,1216958,79904
6,6,55,22,51,955,1,1,1216434,84045
4,24,23,7,22,1419,1,1,1216937,70065
3,25,49,26,56,504,3,1,1216886,53202
4,7,37,38,7,928,1,1,1215897,91911
3,25,31,21,7,504,1,1,1217227,92811
1,41,80,22,12,81,1,1,1215560,32245
0,4,36,22,7,190,1,1,1216785,94547
6,29,55,22,36,1341,1,1,1217138,8886
4,1,40,3,19,907,5,0,1216529,47172
4,26,24,14,18,127,3,1,1216998,60050
3,25,49,26,16,494,1,1,1217150,50401
4,24,40,16,55,190,1,1,1216954,98056
6,36,54,22,42,1005,1,1,1216151,97301
6,6,55,22,42,500,1,1,1216977,97457
4,27,24,11,50,489,3,1,1215875,76502
1,42,60,22,27,81,1,1,1215620,48045
2,25,32,22,7,312,2,1,1216614,93108
4,27,24,14,27,489,3,1,1217029,48084
6,6,54,22,7,955,1,1,1216800,91942
6,6,54,22,43,312,4,1,1217224,19131
3,25,49,0,19,504,3,1,1216752,47901
6,6,54,22,12,644,3,1,1216542,32011
2,25,75,22,6,729,3,1,1218883,85395
6,6,55,22,50,589,1,1,1216415,76003
6,29,55,22,12,729,1,1,1216586,33326
4,25,24,11,55,80,3,1,1216866,99037
3,25,47,36,18,504,1,1,1215607,60124
3,25,49,0,50,494,3,1,1218919,79424
4,1,37,24,12,486,1,1,1217118,32277
6,29,55,22,7,996,1,1,1216796,92705
6,6,54,22,10,190,1,1,1216809,20011
6,6,55,22,39,1261,1,1,1216860,12204
4,32,24,14,7,534,1,1,1217635,91722
6,29,54,22,7,955,1,1,1216890,92694
4,21,24,14,50,1132,1,1,1216845,76021
4,27,24,11,43,1122,1,1,1217046,19145
6,29,54,22,32,1294,1,1,1216939,27127
4,21,24,14,40,53,1,1,1216960,45417
3,25,49,20,50,504,3,1,1216642,79415
4,27,24,11,27,489,3,1,1216899,48228
4,27,24,11,40,966,4,1,1216070,44111
0,28,1,22,39,1341,1,1,1216693,14611
1,19,73,22,40,1190,1,1,1217098,43560
2,25,13,22,42,729,1,1,1215877,97304
4,25,24,11,34,1138,1,1,1217185,68901
3,25,49,26,32,504,3,1,1216479,28086
4,1,81,44,43,661,1,1,1216853,19131
0,28,58,22,43,1038,1,1,1216275,19422
6,6,54,22,23,955,1,1,1217223,2360
6,5,55,22,7,909,1,1,1217126,95746
3,25,49,0,40,1398,1,1,1217237,43623
4,25,23,45,47,627,1,1,1215550,29376
10,26,34,22,12,612,1,1,1216278,33162
2,25,28,22,39,312,1,1,1215483,11518
3,25,49,0,50,504,3,1,1218918,79424
6,6,55,22,36,996,1,1,1216520,7758
1,42,73,22,7,81,1,1,1216624,90037
4,25,24,11,12,1405,1,1,1216403,33461
4,25,24,11,40,660,1,1,1216388,43212
4,25,23,15,7,1097,1,1,1216717,93727
6,40,7,22,50,1103,1,1,1216035,76244
4,7,37,25,38,486,1,1,1215893,89103
4,7,24,11,50,113,1,1,1215632,75051
2,25,82,22,7,450,1,1,1217050,94619
3,25,31,31,23,504,4,1,1218977,1030
4,24,40,3,43,1024,4,1,1217642,15137
5,20,43,22,50,1503,1,1,1216091,77076
3,25,49,0,56,1398,1,1,1216548,54235
3,25,31,23,32,1398,3,1,1218978,27870
3,25,49,26,52,494,1,1,1216609,20155
10,26,44,22,15,966,1,1,1216829,96786
4,27,37,38,38,1254,1,1,1215883,89119
3,25,83,28,12,1398,1,1,1215546,32663
6,5,55,22,12,996,1,1,1217471,33029
4,27,37,25,12,247,4,1,1215595,34746
2,25,13,22,50,598,2,1,1216493,79412
4,27,24,12,47,486,3,1,1217700,29403
2,25,63,22,8,1038,2,1,1217080,80402
6,6,54,22,12,729,1,1,1217222,32239
6,11,77,22,29,1058,1,1,1216649,63044
1,42,60,22,12,1230,1,1,1216390,34448
4,1,37,25,29,81,1,1,1215910,64029
3,25,49,20,12,494,1,1,1217163,32862
1,42,73,22,40,1071,1,1,1217189,44118
6,29,55,22,22,644,3,1,1216465,70785
6,29,54,22,35,1329,1,1,1216436,3054
2,25,63,22,32,190,1,1,1217662,27612
3,25,49,1,7,504,3,1,1217755,92346
4,25,23,15,47,1146,1,1,1216838,29445
4,25,24,11,51,1357,1,1,1216993,84129
5,20,43,22,40,1503,1,1,1216342,45342
4,21,81,40,39,776,1,1,1215988,13605
6,11,55,22,25,190,3,0,1217155,4102
4,32,81,43,7,262,1,1,1216538,95422
4,7,46,42,50,498,1,1,1216648,75238
4,21,24,11,18,1002,5,0,1215617,60096
0,28,58,22,18,1498,1,1,1217435,61104
6,11,54,22,12,1207,1,1,1215574,32601
6,29,54,22,39,729,1,1,1216922,11435
4,27,24,11,7,76,1,1,1215624,93458
6,29,77,22,7,996,1,1,1217710,90505
4,27,23,46,12,1086,1,1,1216910,32233
3,25,49,20,12,504,3,1,1217444,32310
3,25,49,0,17,504,1,1,1217115,83301
1,42,60,22,47,81,1,1,1216779,29909
5,20,62,22,25,903,1,1,1216431,4105
3,25,49,20,50,504,1,1,1215625,78209
3,25,47,36,28,1398,1,1,1215616,55423
4,27,37,38,8,489,3,1,1216680,81323
0,4,72,22,40,1361,1,1,1216104,44310
4,21,24,14,18,311,1,1,1215618,60096
3,25,49,20,50,494,1,1,1216329,77007
6,5,55,22,40,996,1,1,1216491,44278
6,11,7,22,12,955,1,1,1217741,32092
2,25,35,22,18,598,1,1,1216037,60649
6,11,54,22,24,821,1,1,1215608,21236
2,25,45,22,50,312,2,1,1217745,78861
4,25,40,16,36,1090,1,1,1216086,8060
3,25,49,0,50,504,4,1,1217531,75206
4,25,24,11,12,489,3,1,1216063,33716
3,25,49,0,32,1398,1,1,1216811,28212
2,25,63,22,47,598,3,1,1216168,29073
4,21,81,40,39,1241,1,1,1215989,13605
2,25,63,22,7,312,1,1,1217226,92811
4,25,23,15,9,489,3,1,1215627,6002
3,25,49,26,16,1398,1,1,1217151,50401
3,25,83,28,55,1398,1,1,1215887,98198
6,5,55,22,12,1498,1,1,1215585,32968
3,25,49,26,32,1398,3,1,1216481,28086
6,6,27,22,50,312,2,1,1215939,77008
0,4,72,22,36,729,2,1,1216362,7307
6,29,7,22,7,729,1,1,1216837,95252
4,7,23,6,43,606,3,1,1216079,17517
6,6,55,22,7,996,1,1,1216327,92707
1,19,73,22,27,966,1,1,1215860,48234
4,25,37,25,50,1087,3,1,1217715,77386
2,25,32,22,7,1498,1,1,1218988,91225
2,25,13,22,36,598,1,1,1216570,7305
1,19,73,22,13,1520,1,1,1216904,30052
2,25,26,22,8,190,3,1,1217702,80212
3,25,49,0,12,494,1,1,1216027,33625
6,11,54,22,52,190,1,1,1217060,22193
2,25,22,22,39,598,1,1,1216256,11373
0,4,36,22,4,1157,1,1,1216568,72120
3,25,49,20,7,494,1,1,1217529,92507
0,37,72,22,43,190,1,1,1215600,17608
3,25,31,31,7,494,1,1,1216595,90746
1,42,73,22,40,591,1,1,1216712,44112
4,25,24,11,12,1288,4,1,1217730,33511
4,21,24,11,7,260,1,1,1219230,90250
3,25,49,1,49,486,4,1,1216118,38111
8,25,69,22,36,963,5,0,1217500,7017
4,1,40,3,7,1465,4,1,1217673,91902
3,25,49,0,35,379,1,1,1217655,3275
0,4,58,22,39,312,1,1,1216699,11238
2,25,63,22,28,312,1,1,1216263,55372
6,6,55,22,12,996,1,1,1217709,33040
0,4,1,22,6,190,4,1,1216345,85258
2,25,51,22,12,190,2,1,1215886,32117
3,25,83,29,12,504,1,1,1215920,34110
3,25,31,21,7,1398,3,1,1217228,92811
6,29,54,22,7,1498,1,1,1215579,90262
3,25,49,1,7,504,3,1,1215588,90291
1,19,80,22,39,1230,1,1,1216182,12942
10,26,16,22,47,1498,1,1,1217601,29205
6,6,54,22,38,996,1,1,1217111,89447
4,27,24,14,21,1149,1,1,1216396,41042
4,26,23,15,12,1401,4,1,1216185,32923
6,5,55,22,7,996,1,1,1216467,94568
6,29,54,22,7,729,1,1,1215499,91342
4,25,37,25,50,69,1,1,1216422,77388
6,29,54,22,7,729,4,1,1216366,96130
4,21,24,11,38,315,1,1,1215504,89135
10,26,34,22,50,17,1,1,1216730,77511
1,19,60,22,6,10,1,1,1216928,85023
6,6,55,22,29,996,1,1,1216884,63755
0,4,1,22,7,190,1,1,1216410,94614
0,4,36,22,12,174,1,1,1216363,34986
4,21,24,11,29,882,1,1,1217678,64014
6,11,54,22,39,1498,1,1,1215581,12401
3,25,83,29,35,494,1,1,1215602,3077
6,6,54,22,12,1207,1,1,1217740,34761
0,4,1,22,40,1361,2,1,1216029,44116
2,25,82,22,34,195,2,1,1217446,68124
3,25,49,1,7,494,1,1,1215589,90291
0,4,72,22,6,1498,0,1,1217634,85719
4,21,37,25,39,1401,1,1,1216320,10025
3,25,49,20,36,504,3,1,1215906,7731
6,17,54,22,11,190,2,1,1217184,19810
6,11,54,22,40,955,1,1,1216912,43567
3,25,49,1,52,1398,1,1,1215928,23223
4,25,24,11,50,80,3,1,1217688,77515
4,25,37,25,50,489,3,1,1216423,77388
2,25,29,22,7,279,3,1,1215604,92109
10,26,34,22,23,1046,1,0,1215900,2703
10,26,16,22,43,1227,1,1,1217090,15902
3,25,49,20,7,494,1,1,1217181,95825
4,25,46,8,30,1376,1,1,1217096,39355
4,25,37,25,50,409,3,1,1217717,77386
0,4,72,22,39,190,2,1,1216440,10150
4,7,37,38,24,1442,1,1,1216477,20772
6,6,54,22,43,955,1,1,1216986,15035
6,6,54,22,50,190,1,1,1216457,75154
3,25,49,0,50,504,1,1,1216080,78250
0,4,87,22,49,1329,2,1,1216505,37205
3,25,49,20,41,494,1,1,1216417,74364
4,7,24,11,15,312,1,1,1217677,96708
4,21,37,25,28,862,0,1,1217663,55987
0,4,87,22,39,1341,1,1,1217701,10468
0,4,36,22,55,1419,1,1,1215912,98011
3,25,49,0,36,494,1,1,1215568,8648
0,37,36,22,9,729,2,1,1215971,6831
3,25,49,1,52,494,1,1,1215929,23223
4,32,24,11,47,940,1,1,1217684,29572
4,27,24,13,24,510,1,1,1215536,21282
6,40,77,22,12,703,1,1,1217604,34698
2,25,35,22,4,598,2,1,1215652,72758
6,11,55,22,35,955,1,1,1215506,3263
3,25,49,26,52,504,3,1,1217048,23430
6,6,54,22,7,1498,1,1,1216109,91786
4,25,81,44,22,442,0,1,1216290,70119
4,25,24,11,28,377,1,1,1216630,55902
4,7,81,44,50,1012,1,1,1217059,77619
6,6,55,22,18,955,1,1,1216896,60617
4,7,81,4,41,817,1,1,1215511,73662
1,42,73,22,7,1230,1,1,1217750,90706
6,11,54,22,18,1498,1,1,1217093,60471
4,25,37,25,50,1349,1,1,1217713,77386
2,25,0,22,7,312,1,1,1216543,92263
5,10,43,22,7,903,1,1,1215895,91733
3,25,49,26,56,494,1,1,1215979,54817
5,10,43,22,12,729,4,1,1216212,33021
4,7,23,45,2,661,1,1,1217668,36067
3,25,31,31,7,504,1,1,1215859,93635
10,26,16,22,40,753,1,1,1217751,43017
3,25,49,1,7,1398,3,1,1215820,92880
4,26,46,8,13,1046,3,1,1217049,30080
0,28,1,22,36,1229,0,1,1216220,7090
3,25,49,20,9,598,3,1,1217036,6026
6,6,55,22,49,1329,1,1,1215885,38138
0,4,36,22,18,729,1,1,1216357,60625
3,25,49,0,12,504,4,1,1215583,32968
8,25,74,22,40,490,1,1,1217142,45871
0,28,36,22,7,729,1,1,1217733,92508
4,24,23,15,40,1498,1,1,1216472,45044
3,25,49,0,18,1398,1,1,1216578,60175
6,29,55,22,4,955,1,1,1217077,72956
4,7,24,14,47,195,1,1,1217698,29403
4,26,24,11,7,486,1,1,1215882,94553
4,26,40,3,40,676,1,1,1216892,44105
3,25,49,26,50,1398,1,1,1217695,76107
6,11,54,22,43,729,1,1,1215890,19055
0,4,1,22,38,1419,2,1,1216227,89107
4,25,23,15,35,887,1,1,1217194,3820
6,6,7,22,7,312,2,1,1217675,95014
3,25,49,1,24,504,3,1,1216020,20744
10,26,34,22,55,1498,1,1,1215611,98516
2,25,28,22,36,312,1,1,1217742,7052
1,42,73,22,12,1498,1,1,1216338,34470
3,25,49,20,12,504,4,1,1216125,33625
0,4,72,22,43,190,2,1,1216401,19462
4,25,37,25,50,1126,1,1,1217720,77386
3,25,49,1,24,494,1,1,1216019,20744
6,17,7,22,50,1498,1,1,1216432,78748
4,27,24,11,39,1149,1,1,1216222,11747
5,10,43,22,50,1498,1,1,1215654,75025
4,12,23,45,7,294,1,1,1216526,92555
10,26,34,22,27,966,1,1,1218886,49065
3,25,49,1,52,494,3,1,1216016,23238
6,6,55,22,13,1020,1,1,1216123,30082
4,21,37,25,12,925,4,1,1217636,32904
3,25,83,29,50,494,1,1,1215896,76137
8,25,21,22,42,511,1,1,1216110,97230
4,21,24,11,13,662,1,0,1216318,31139
0,4,1,22,7,1498,1,1,1216474,9278
2,25,75,22,23,113,1,1,1217725,2476
6,6,55,22,36,1419,2,1,1216030,8053
1,19,60,22,52,1246,1,1,1217164,23219
4,1,24,13,27,163,1,1,1216627,48108
6,6,55,22,6,644,1,1,1217739,85714
3,25,49,0,39,494,1,1,1217221,11021
4,27,37,38,55,489,3,1,1217165,98033
2,25,4,22,18,450,1,1,1217128,60004
4,25,46,42,50,1068,5,0,1217737,78626
3,25,49,1,7,504,1,1,1215821,92880
6,6,54,22,7,955,1,1,1217135,92626
6,6,55,22,29,996,1,1,1217754,63020
4,21,24,14,8,833,1,1,1216726,81323
3,25,49,1,1,1398,3,1,1216239,99567
4,32,23,45,7,439,1,1,1215879,92551
6,6,55,22,6,996,1,1,1217743,85248
6,6,54,22,2,1498,1,1,1216841,35221
6,6,55,22,36,976,1,1,1217622,7724
4,32,24,14,12,828,1,1,1215969,33186
6,6,54,22,43,1498,1,1,1215539,19148
4,32,23,45,40,310,1,1,1216066,43068
4,25,24,11,7,486,3,1,1217651,91604
6,29,55,22,49,312,1,1,1216369,37110
6,5,55,22,13,269,1,1,1215580,30087
6,29,55,22,55,190,1,1,1216359,98117
0,4,36,22,12,190,1,1,1217038,32507
2,25,14,22,40,312,2,1,1216041,44460
2,25,14,22,12,113,1,1,1217650,33411
10,26,16,22,40,1227,1,1,1214152,43213
4,25,24,11,7,488,1,1,1213352,90008
3,25,49,1,7,504,1,1,1215817,92880
5,10,43,22,43,1038,2,1,1215674,18045
6,11,55,22,18,955,3,1,1215218,60487
4,27,24,11,39,864,1,1,1215698,11030
3,25,49,0,52,1398,1,1,1214077,22030
6,6,55,22,9,190,2,1,1214262,6410
6,29,54,22,13,1042,1,1,1213353,30215
0,4,72,22,7,1498,1,1,1215657,90048
3,25,49,20,42,1398,1,1,1214948,97708
1,19,60,22,22,1498,1,1,1215773,71047
4,7,24,14,50,486,1,1,1215833,77082
3,25,49,26,7,494,1,1,1215679,94521
0,4,36,22,39,729,1,1,1214840,10065
0,28,1,22,9,190,1,1,1215713,6854
4,1,24,14,43,367,1,1,1214233,15675
4,25,24,11,52,246,1,1,1213855,22554
3,25,49,20,51,1398,1,1,1215704,84101
3,25,49,0,39,504,3,1,1215083,11435
4,21,24,11,39,704,3,1,1217621,11030
4,7,23,7,9,831,1,1,1215173,6801
3,25,49,20,50,504,1,1,1215774,75210
4,21,24,14,49,675,1,1,1215688,37034
4,27,24,11,17,54,1,1,1213789,83702
6,11,55,22,52,996,1,1,1213896,24060
4,27,37,38,13,683,3,1,1213320,30122
3,25,83,28,41,494,3,1,1214505,74955
4,25,24,11,50,489,3,1,1213797,78752
6,29,54,22,13,190,2,1,1214296,30253
3,25,83,29,46,494,3,1,1214466,2840
3,25,49,20,39,504,1,1,1214992,11795
4,7,24,11,36,293,3,1,1215044,8094
3,25,49,20,52,504,3,1,1215807,23832
4,27,40,3,52,475,1,1,1215806,23832
4,7,37,25,18,1064,1,1,1214404,62613
3,25,49,1,7,494,1,1,1215818,92880
6,29,55,22,36,1169,1,0,1214646,8270
3,25,49,26,50,494,3,1,1215846,75040
3,25,31,23,50,1398,1,1,1217170,77065
6,29,55,22,39,729,1,1,1213884,11964
4,27,24,12,7,695,1,1,1213636,92663
3,25,49,1,39,494,1,1,1213350,11742
2,25,70,22,40,598,2,1,1214243,44137
1,42,60,22,10,563,2,1,1214001,20020
8,25,15,22,51,428,1,1,1214723,84648
3,25,49,20,27,494,1,1,1214790,48098
6,17,55,22,23,1118,1,1,1213791,1810
6,29,55,22,36,644,4,1,1215105,8691
4,32,24,14,9,1446,1,1,1214236,30078
9,14,41,22,12,729,2,1,1213271,33774
6,29,54,22,9,568,4,1,1214252,77447
0,4,36,22,7,190,3,1,1215852,90046
1,42,60,22,18,1393,2,1,1214989,60016
4,27,40,3,28,360,1,1,1214370,55403
10,26,16,22,7,466,1,1,1215131,90746
6,5,7,22,10,729,1,1,1214444,20011
3,25,49,0,12,1398,1,1,1213690,32807
4,21,24,14,7,260,1,1,1215571,90210
6,11,54,22,39,955,1,1,1213195,11741
2,25,45,22,30,661,1,1,1213328,39211
4,25,37,25,50,1173,1,1,1215848,77396
3,25,49,20,12,494,1,1,1214501,33023
6,6,54,22,39,190,4,1,1215656,10007
3,25,49,0,13,1398,1,1,1215101,30308
10,26,16,22,6,753,1,1,1214384,85716
4,25,24,11,17,771,5,0,1214024,83877
6,6,54,22,38,1498,1,1,1215081,89410
4,27,46,42,7,1038,1,1,1215050,93280
4,25,24,11,39,1307,1,1,1215778,14580
6,29,54,22,12,644,4,1,1214156,33444
6,6,54,22,18,1289,0,1,1213225,60085
6,6,54,22,18,131,1,1,1213277,60193
3,25,49,0,32,1398,1,1,1215665,27410
3,25,49,1,7,494,1,1,1215815,92880
4,25,37,25,50,24,0,1,1214294,77803
3,25,49,0,7,494,1,1,1215164,95825
6,29,77,22,42,955,1,1,1213218,97116
4,27,37,25,8,1477,1,1,1214998,80501
4,25,24,11,50,468,1,1,1214014,76522
3,25,49,0,2,494,1,1,1215216,35244
4,25,24,11,42,97,1,1,1214389,97209
5,20,62,22,50,1503,1,1,1215855,77036
4,25,37,25,13,899,1,1,1215754,30126
9,14,61,22,36,729,1,1,1214518,7860
0,4,1,22,39,976,1,1,1213623,11219
3,25,49,0,43,494,1,1,1215509,19460
4,32,46,42,37,449,1,1,1213378,87020
4,27,40,16,39,658,1,1,1213866,12603
4,7,46,8,23,1277,3,1,1214009,2703
4,25,24,12,7,1216,1,1,1213651,92663
6,6,54,22,9,955,1,1,1215854,57245
2,25,14,22,50,450,1,1,1213672,77388
4,27,24,11,7,489,3,1,1213624,91206
3,25,83,28,18,494,1,1,1213285,60901
2,25,22,22,39,312,1,1,1214919,10023
3,25,83,29,36,1398,3,1,1214940,7522
6,6,55,22,39,644,1,1,1214784,14850
4,32,24,11,18,627,1,1,1214991,60419
6,6,54,22,36,996,1,1,1213284,8360
9,16,43,22,1,353,1,1,1214139,99501
3,25,83,28,12,1398,3,1,1214034,32663
1,19,73,22,7,449,1,1,1215196,95811
4,25,24,12,22,661,1,1,1215059,70009
1,42,73,22,39,103,1,1,1213719,11232
4,27,40,3,35,468,1,1,1215810,3595
4,27,24,14,27,322,1,1,1215203,49417
4,25,37,25,7,538,1,1,1214041,93543
2,25,51,22,39,113,1,1,1214585,11946
4,27,24,14,8,836,1,1,1214815,80018
9,15,84,22,7,1419,2,1,1215160,92780
3,25,31,23,50,504,3,1,1217168,77065
4,7,37,38,49,1532,1,1,1215521,37363
0,4,1,22,36,1469,2,1,1214746,8812
3,25,47,33,38,494,1,1,1215853,59417
4,25,24,11,22,680,1,0,1214422,70726
3,25,49,0,54,504,4,1,1213700,5656
4,27,37,25,56,489,3,1,1215062,54311
4,24,81,39,22,955,1,1,1214877,70810
4,7,24,12,7,76,1,1,1213383,94518
0,28,1,22,7,190,2,1,1215756,92835
0,4,72,22,32,190,2,1,1215655,28540
10,26,16,22,21,966,1,1,1215707,42101
0,4,36,22,12,174,1,1,1213988,32301
4,7,81,44,18,774,5,0,1214405,61614
6,6,55,22,13,729,2,1,1214087,30094
3,25,49,26,39,1398,3,1,1214002,10708
6,29,55,22,8,996,1,1,1213204,80209
7,3,38,22,39,518,1,1,1214057,14464
4,27,24,14,13,377,1,1,1214680,30022
3,25,49,0,54,1398,1,1,1213698,5656
6,29,63,22,39,996,1,1,1215663,12550
3,25,49,0,39,494,1,1,1214860,14564
4,21,24,11,52,1349,4,1,1214708,22204
0,28,1,22,18,1361,1,1,1214192,46163
2,25,45,22,7,598,1,1,1213654,92663
2,25,51,22,52,279,3,1,1215029,23112
6,6,55,22,7,996,1,1,1214916,92626
3,25,47,36,12,1398,1,1,1215746,33880
4,32,23,45,49,290,1,1,1213342,37398
1,42,60,22,32,190,1,1,1215040,27519
2,25,75,22,25,113,1,1,1214694,4401
4,1,46,42,7,81,1,1,1214785,91604
6,6,54,22,7,996,1,1,1215648,92404
6,17,54,22,13,644,1,1,1215039,30044
2,25,45,22,23,279,2,1,1214475,2446
1,19,73,22,19,884,1,1,1213943,46350
2,25,13,22,40,279,1,1,1214253,43081
0,4,36,22,42,1419,2,1,1215048,97701
2,25,13,22,39,312,2,1,1215166,10001
2,25,12,22,2,1064,1,1,1214897,35404
10,26,34,22,23,824,1,1,1214621,2155
6,29,63,22,39,996,1,1,1214586,10573
6,29,54,22,11,729,1,1,1215068,19958
9,16,5,22,50,353,1,1,1214058,77073
3,25,47,36,55,1398,1,1,1213961,98683
4,25,24,11,56,129,1,1,1214767,54956
6,11,55,22,7,573,0,1,1213270,96099
6,29,55,22,36,190,1,1,1214101,8234
3,25,49,20,12,504,4,1,1214284,33407
4,21,23,15,36,1124,1,1,1214153,8724
3,25,49,20,12,504,1,1,1214502,33023
3,25,49,20,7,494,1,1,1213330,91710
4,25,24,11,18,438,1,1,1215785,60193
0,28,1,22,42,753,1,1,1215728,97306
6,11,55,22,29,955,1,1,1213736,63385
4,32,23,45,47,1260,0,1,1214373,29420
8,25,69,22,7,211,1,1,1214673,95130
6,11,55,22,43,955,1,1,1214974,19114
6,6,55,22,12,996,0,1,1215199,33076
3,25,47,36,55,504,3,1,1213960,98683
6,29,54,22,7,190,1,1,1214770,91343
3,25,49,0,7,504,4,1,1213863,90016
3,25,49,0,7,494,1,1,1213401,92544
4,25,81,44,13,181,1,1,1213878,30087
0,4,1,22,27,353,1,1,1214497,48075
3,25,49,20,52,494,3,1,1213375,20176
4,27,24,11,7,221,1,1,1214953,92243
3,25,83,29,24,494,1,1,1215803,21804
6,5,55,22,39,1261,1,1,1213681,10566
4,25,24,11,17,834,3,1,1214023,83877
0,4,36,22,52,1024,2,1,1215783,20152
10,26,16,22,29,829,1,1,1215217,63033
10,26,16,22,23,966,1,1,1215219,2141
4,27,24,14,43,453,1,1,1213374,17078
3,25,47,36,55,494,1,1,1213957,98683
4,27,37,38,7,1112,0,1,1215841,91913
4,25,37,24,34,1279,1,1,1213311,68114
4,27,37,25,10,395,0,1,1213347,20001
2,25,75,22,12,1419,1,1,1213868,33461
3,25,31,23,29,494,3,1,1215800,63031
2,25,4,22,50,113,1,1,1215809,77494
6,11,54,22,40,1498,4,1,1215497,44646
4,32,24,13,47,1520,1,1,1213223,29716
0,4,1,22,12,190,1,1,1215473,33496
2,25,63,22,9,113,1,1,1214538,49304
6,6,7,22,50,1200,4,1,1213806,77381
0,4,1,22,13,190,1,1,1213977,30046
3,25,49,20,39,720,4,1,1214353,14904
10,26,16,22,28,966,1,1,1214986,55344
3,25,49,20,40,494,1,1,1214463,43615
4,24,24,11,24,955,1,1,1215759,20720
6,5,54,22,7,1419,1,1,1214306,92081
4,7,24,11,7,463,3,1,1214928,92656
5,20,43,22,50,903,1,1,1214739,77584
1,42,60,22,12,600,1,1,1213722,32311
0,4,1,22,30,353,1,1,1214959,39567
3,25,47,36,55,1398,1,1,1213956,98683
